id_pedido,data_pedido,data_entrega,transportadora,regiao,status,valor
806,2026-01-04,2026-01-08,LogX,Sul,entregue,790.56
807,2026-01-04,2026-01-10,FastLog,Sul,atraso,289.96
808,2026-02-25,2026-03-04,Speedy,Norte,atraso,838.16
809,2026-01-25,2026-01-30,LogX,Sul,atraso,718.74
810,2026-03-08,2026-03-17,FastLog,Sudeste,atraso,948.39
811,2026-03-08,2026-03-11,LogX,Sudeste,entregue,438.48
812,2026-01-27,2026-01-28,LogX,Centro-Oeste,entregue,678.87
813,2026-02-01,2026-02-05,UltraShip,Norte,entregue,491.61
814,2026-02-19,2026-02-28,LogX,Sudeste,atraso,649.06
815,2026-03-02,2026-03-06,FastLog,Norte,entregue,477.12
816,2026-02-20,2026-02-22,Speedy,Norte,entregue,229.2
817,2026-01-19,2026-01-24,FastLog,Centro-Oeste,atraso,532.5
818,2026-01-21,2026-01-24,UltraShip,Norte,entregue,552.15
819,2026-01-05,2026-01-14,LogX,Sul,atraso,820.07
820,2026-03-23,2026-03-27,LogX,Norte,entregue,748.74
821,2026-02-11,2026-02-17,FastLog,Centro-Oeste,atraso,680.6
822,2026-03-02,2026-03-04,LogX,Centro-Oeste,entregue,157.72
823,2026-01-22,2026-01-28,Speedy,Centro-Oeste,atraso,734.59
824,2026-01-21,2026-01-24,Speedy,Sudeste,entregue,525.29
825,2026-03-11,2026-03-20,FastLog,Sul,atraso,899.39
826,2026-01-01,2026-01-03,FastLog,Sudeste,entregue,923.88
827,2026-01-05,2026-01-14,Speedy,Nordeste,atraso,102.4
828,2026-01-12,2026-01-17,UltraShip,Sul,atraso,829.61
829,2026-03-31,2026-04-08,FastLog,Norte,atraso,85.81
830,2026-02-15,2026-02-17,LogX,Centro-Oeste,entregue,398.81
831,2026-02-03,2026-02-09,LogX,Nordeste,atraso,565.18
832,2026-02-18,2026-02-21,UltraShip,Sul,entregue,190.7
833,2026-03-19,2026-03-24,FastLog,Sudeste,atraso,759.0
834,2026-03-31,2026-04-08,FastLog,Centro-Oeste,atraso,57.94
835,2026-02-14,2026-02-15,Speedy,Sudeste,entregue,210.17
836,2026-01-27,2026-02-01,FastLog,Sul,atraso,601.76
837,2026-03-14,2026-03-17,LogX,Sul,entregue,728.67
838,2026-01-26,2026-01-30,LogX,Nordeste,entregue,920.81
839,2026-02-16,2026-02-18,LogX,Norte,entregue,720.22
840,2026-03-27,2026-04-05,LogX,Sudeste,atraso,688.19
841,2026-02-25,2026-02-28,LogX,Nordeste,entregue,424.62
842,2026-03-04,2026-03-06,FastLog,Centro-Oeste,entregue,51.22
843,2026-02-17,2026-02-26,LogX,Norte,atraso,164.15
844,2026-03-02,2026-03-09,Speedy,Nordeste,atraso,557.83
845,2026-03-22,2026-03-28,Speedy,Sudeste,atraso,691.37
846,2026-01-26,2026-01-27,FastLog,Sul,entregue,446.58
847,2026-02-05,2026-02-10,FastLog,Centro-Oeste,atraso,744.15
848,2026-01-01,2026-01-04,FastLog,Sudeste,entregue,545.77
849,2026-01-08,2026-01-09,LogX,Norte,entregue,120.47
850,2026-02-21,2026-02-25,LogX,Norte,entregue,232.42
851,2026-03-20,2026-03-22,Speedy,Sul,entregue,848.0
852,2026-02-16,2026-02-18,FastLog,Sul,entregue,738.67
853,2026-02-25,2026-02-28,FastLog,Centro-Oeste,entregue,900.02
854,2026-03-27,2026-04-04,LogX,Centro-Oeste,atraso,161.68
855,2026-01-14,2026-01-22,Speedy,Sul,atraso,990.71
856,2026-03-31,2026-04-07,FastLog,Sul,atraso,248.94
857,2026-01-28,2026-02-03,Speedy,Norte,atraso,61.19
858,2026-03-28,2026-04-06,FastLog,Sul,atraso,997.55
859,2026-03-19,2026-03-23,UltraShip,Nordeste,entregue,317.02
860,2026-03-29,2026-03-30,UltraShip,Sudeste,entregue,684.62
861,2026-01-02,2026-01-10,FastLog,Sul,atraso,217.85
862,2026-01-26,2026-02-02,FastLog,Centro-Oeste,atraso,601.22
863,2026-01-14,2026-01-21,LogX,Nordeste,atraso,908.83
864,2026-02-28,2026-03-03,FastLog,Centro-Oeste,entregue,354.17
865,2026-02-25,2026-03-01,Speedy,Nordeste,entregue,686.74
866,2026-01-07,2026-01-16,Speedy,Sul,atraso,228.51
867,2026-01-03,2026-01-09,Speedy,Sudeste,atraso,643.56
868,2026-01-23,2026-01-28,Speedy,Centro-Oeste,atraso,369.63
869,2026-01-18,2026-01-21,LogX,Nordeste,entregue,250.65
870,2026-02-07,2026-02-16,FastLog,Norte,atraso,347.52
871,2026-01-15,2026-01-20,Speedy,Sul,atraso,219.9
872,2026-03-05,2026-03-10,LogX,Sudeste,atraso,906.82
873,2026-03-30,2026-04-03,Speedy,Sul,entregue,427.33
874,2026-01-28,2026-02-01,FastLog,Norte,entregue,283.02
875,2026-03-15,2026-03-16,FastLog,Sudeste,entregue,475.99
876,2026-02-08,2026-02-15,UltraShip,Norte,atraso,354.51
877,2026-02-26,2026-03-07,FastLog,Sul,atraso,757.2
878,2026-01-17,2026-01-20,UltraShip,Nordeste,entregue,972.66
879,2026-03-27,2026-03-29,UltraShip,Sul,entregue,466.13
880,2026-03-31,2026-04-03,Speedy,Sul,entregue,867.98
881,2026-02-13,2026-02-14,Speedy,Sul,entregue,587.57
882,2026-01-25,2026-01-31,LogX,Centro-Oeste,atraso,199.37
883,2026-01-17,2026-01-24,UltraShip,Norte,atraso,706.09
884,2026-01-13,2026-01-15,FastLog,Norte,entregue,537.76
885,2026-03-25,2026-04-02,LogX,Norte,atraso,668.08
886,2026-01-25,2026-01-31,Speedy,Centro-Oeste,atraso,895.2
887,2026-03-09,2026-03-13,LogX,Nordeste,entregue,468.41
888,2026-01-10,2026-01-15,LogX,Sul,atraso,906.12
889,2026-03-08,2026-03-16,LogX,Nordeste,atraso,763.14
890,2026-01-18,2026-01-21,LogX,Centro-Oeste,entregue,514.17
891,2026-03-27,2026-03-30,UltraShip,Norte,entregue,623.06
892,2026-02-03,2026-02-07,FastLog,Sul,entregue,359.3
893,2026-01-08,2026-01-09,UltraShip,Sudeste,entregue,984.42
894,2026-02-09,2026-02-18,Speedy,Sudeste,atraso,683.98
895,2026-03-24,2026-04-01,Speedy,Nordeste,atraso,91.65
896,2026-02-11,2026-02-19,LogX,Norte,atraso,360.29
897,2026-02-10,2026-02-16,Speedy,Sudeste,atraso,642.15
898,2026-01-06,2026-01-13,FastLog,Nordeste,atraso,103.52
899,2026-02-21,2026-02-27,Speedy,Centro-Oeste,atraso,72.69
900,2026-01-26,2026-02-04,FastLog,Nordeste,atraso,477.52
901,2026-03-05,2026-03-08,UltraShip,Nordeste,entregue,366.06
902,2026-02-28,2026-03-03,UltraShip,Nordeste,entregue,466.38
903,2026-02-25,2026-02-28,FastLog,Sul,entregue,299.56
904,2026-02-28,2026-03-03,FastLog,Nordeste,entregue,206.48
905,2026-03-11,2026-03-20,Speedy,Nordeste,atraso,704.69
906,2026-02-02,2026-02-06,FastLog,Sul,entregue,538.84
907,2026-02-22,2026-03-01,UltraShip,Sul,atraso,240.15
908,2026-01-22,2026-01-31,FastLog,Centro-Oeste,atraso,353.61
909,2026-01-21,2026-01-28,FastLog,Norte,atraso,612.22
910,2026-03-11,2026-03-20,UltraShip,Sudeste,atraso,118.62
911,2026-03-11,2026-03-14,Speedy,Sudeste,entregue,190.08
912,2026-01-04,2026-01-08,Speedy,Nordeste,entregue,119.58
913,2026-03-16,2026-03-24,LogX,Centro-Oeste,atraso,821.7
914,2026-03-03,2026-03-09,Speedy,Nordeste,atraso,764.79
915,2026-03-03,2026-03-08,LogX,Sudeste,atraso,765.65
916,2026-01-24,2026-01-28,Speedy,Sul,entregue,730.51
917,2026-02-24,2026-03-04,Speedy,Norte,atraso,685.92
918,2026-01-09,2026-01-10,LogX,Centro-Oeste,entregue,503.14
919,2026-01-03,2026-01-12,LogX,Sul,atraso,660.16
920,2026-01-31,2026-02-01,FastLog,Norte,entregue,86.44
921,2026-02-09,2026-02-17,Speedy,Centro-Oeste,atraso,640.39
922,2026-02-05,2026-02-09,FastLog,Centro-Oeste,entregue,788.98
923,2026-01-24,2026-02-02,Speedy,Sudeste,atraso,525.34
924,2026-01-06,2026-01-11,FastLog,Sul,atraso,389.64
925,2026-03-07,2026-03-10,Speedy,Centro-Oeste,entregue,313.56
926,2026-03-25,2026-04-03,Speedy,Centro-Oeste,atraso,660.66
927,2026-03-16,2026-03-25,FastLog,Norte,atraso,708.16
928,2026-01-04,2026-01-08,FastLog,Sudeste,entregue,877.42
929,2026-03-20,2026-03-24,FastLog,Nordeste,entregue,375.22
930,2026-01-06,2026-01-14,Speedy,Sudeste,atraso,781.28
931,2026-02-20,2026-02-22,Speedy,Nordeste,entregue,583.29
932,2026-03-03,2026-03-12,FastLog,Sul,atraso,888.69
933,2026-02-26,2026-03-04,Speedy,Sul,atraso,551.42
934,2026-03-07,2026-03-16,LogX,Centro-Oeste,atraso,541.75
935,2026-03-20,2026-03-28,LogX,Sul,atraso,598.98
936,2026-03-16,2026-03-23,UltraShip,Centro-Oeste,atraso,761.85
937,2026-01-08,2026-01-09,LogX,Sudeste,entregue,966.46
938,2026-01-26,2026-01-29,LogX,Sul,entregue,119.89
939,2026-02-20,2026-02-22,FastLog,Sudeste,entregue,100.76
940,2026-02-14,2026-02-19,FastLog,Sudeste,atraso,940.67
941,2026-02-13,2026-02-18,FastLog,Sul,atraso,553.38
942,2026-01-05,2026-01-10,FastLog,Sudeste,atraso,634.16
943,2026-03-11,2026-03-15,Speedy,Sul,entregue,508.3
944,2026-01-26,2026-01-31,LogX,Sul,atraso,138.97
945,2026-03-09,2026-03-12,LogX,Sul,entregue,779.68
946,2026-01-19,2026-01-20,FastLog,Nordeste,entregue,759.86
947,2026-03-25,2026-03-30,FastLog,Sudeste,atraso,346.12
948,2026-01-20,2026-01-29,Speedy,Norte,atraso,340.93
949,2026-01-12,2026-01-21,UltraShip,Sul,atraso,845.95
950,2026-02-16,2026-02-20,FastLog,Sudeste,entregue,118.74
951,2026-01-01,2026-01-04,UltraShip,Centro-Oeste,entregue,887.05
952,2026-03-31,2026-04-01,LogX,Sul,entregue,293.83
953,2026-01-14,2026-01-16,LogX,Sul,entregue,613.34
954,2026-03-05,2026-03-13,LogX,Norte,atraso,939.19
955,2026-02-07,2026-02-08,FastLog,Nordeste,entregue,694.22
956,2026-02-06,2026-02-14,FastLog,Nordeste,atraso,443.71
957,2026-01-11,2026-01-18,Speedy,Sul,atraso,705.06
958,2026-03-18,2026-03-26,LogX,Sudeste,atraso,376.78
959,2026-01-03,2026-01-09,UltraShip,Centro-Oeste,atraso,313.4
960,2026-02-02,2026-02-11,LogX,Centro-Oeste,atraso,996.85
961,2026-01-06,2026-01-09,FastLog,Sudeste,entregue,763.25
962,2026-02-19,2026-02-23,Speedy,Sul,entregue,662.48
963,2026-01-10,2026-01-16,FastLog,Centro-Oeste,atraso,387.53
964,2026-01-05,2026-01-13,LogX,Nordeste,atraso,96.7
965,2026-01-23,2026-01-28,Speedy,Sudeste,atraso,79.5
966,2026-01-10,2026-01-13,UltraShip,Norte,entregue,576.47
967,2026-02-13,2026-02-19,Speedy,Sul,atraso,773.93
968,2026-01-02,2026-01-06,Speedy,Sudeste,entregue,560.51
969,2026-01-13,2026-01-22,Speedy,Centro-Oeste,atraso,848.75
970,2026-02-09,2026-02-12,UltraShip,Sul,entregue,81.76
971,2026-01-02,2026-01-06,FastLog,Nordeste,entregue,398.41
972,2026-03-25,2026-04-01,FastLog,Sul,atraso,275.22
973,2026-03-06,2026-03-13,FastLog,Sul,atraso,474.91
974,2026-03-04,2026-03-08,FastLog,Nordeste,entregue,118.76
975,2026-03-14,2026-03-20,Speedy,Nordeste,atraso,956.43
976,2026-01-17,2026-01-20,Speedy,Sul,entregue,262.09
977,2026-01-09,2026-01-15,LogX,Nordeste,atraso,926.19
978,2026-03-16,2026-03-18,FastLog,Sudeste,entregue,454.6
979,2026-01-15,2026-01-23,Speedy,Nordeste,atraso,986.25
980,2026-01-24,2026-01-26,LogX,Nordeste,entregue,576.36
981,2026-02-07,2026-02-14,Speedy,Sul,atraso,934.29
982,2026-02-04,2026-02-13,LogX,Sudeste,atraso,55.08
983,2026-02-18,2026-02-19,LogX,Norte,entregue,760.83
984,2026-03-10,2026-03-18,FastLog,Norte,atraso,907.9
985,2026-03-03,2026-03-10,FastLog,Centro-Oeste,atraso,182.73
986,2026-03-01,2026-03-07,Speedy,Nordeste,atraso,141.32
987,2026-02-19,2026-02-25,UltraShip,Nordeste,atraso,453.34
988,2026-03-19,2026-03-25,Speedy,Sudeste,atraso,936.99
989,2026-03-16,2026-03-25,FastLog,Norte,atraso,565.27
990,2026-01-09,2026-01-11,LogX,Centro-Oeste,entregue,551.08
991,2026-02-03,2026-02-04,Speedy,Sudeste,entregue,184.07
992,2026-03-17,2026-03-23,Speedy,Nordeste,atraso,50.75
993,2026-02-04,2026-02-12,FastLog,Norte,atraso,819.63
994,2026-01-01,2026-01-04,FastLog,Centro-Oeste,entregue,133.2
995,2026-02-09,2026-02-10,Speedy,Sul,entregue,652.16
996,2026-03-05,2026-03-14,LogX,Norte,atraso,918.89
997,2026-01-22,2026-01-23,FastLog,Centro-Oeste,entregue,248.22
998,2026-03-01,2026-03-04,FastLog,Sudeste,entregue,682.01
999,2026-03-05,2026-03-13,LogX,Sul,atraso,124.76
1000,2026-03-13,2026-03-16,UltraShip,Centro-Oeste,entregue,623.57
1001,2026-01-11,2026-01-15,UltraShip,Centro-Oeste,entregue,205.74
1002,2026-01-14,2026-01-22,LogX,Nordeste,atraso,749.16
1003,2026-03-01,2026-03-02,LogX,Norte,entregue,336.17
1004,2026-01-30,2026-02-05,FastLog,Nordeste,atraso,490.22
1005,2026-02-04,2026-02-05,LogX,Sul,entregue,619.46
1006,2026-03-26,2026-03-27,LogX,Centro-Oeste,entregue,212.71
1007,2026-02-06,2026-02-14,Speedy,Nordeste,atraso,754.56
1008,2026-01-05,2026-01-09,LogX,Norte,entregue,337.51
1009,2026-03-24,2026-03-25,FastLog,Sul,entregue,679.25
1010,2026-03-19,2026-03-26,FastLog,Sudeste,atraso,200.37
1011,2026-01-26,2026-01-31,LogX,Nordeste,atraso,703.71
1012,2026-03-03,2026-03-08,FastLog,Sul,atraso,171.78
1013,2026-01-04,2026-01-05,FastLog,Sudeste,entregue,454.09
1014,2026-03-30,2026-04-05,UltraShip,Nordeste,atraso,284.85
1015,2026-02-11,2026-02-20,LogX,Sul,atraso,760.96
1016,2026-03-30,2026-04-08,LogX,Sul,atraso,298.93
1017,2026-01-18,2026-01-26,UltraShip,Nordeste,atraso,887.63
1018,2026-02-09,2026-02-14,UltraShip,Sul,atraso,897.23
1019,2026-03-13,2026-03-14,LogX,Centro-Oeste,entregue,236.62
1020,2026-02-08,2026-02-17,Speedy,Nordeste,atraso,633.15
1021,2026-01-14,2026-01-15,LogX,Sul,entregue,133.33
1022,2026-02-01,2026-02-09,LogX,Sudeste,atraso,421.96
1023,2026-02-20,2026-02-25,LogX,Sudeste,atraso,727.66
1024,2026-02-07,2026-02-10,Speedy,Centro-Oeste,entregue,676.45
1025,2026-01-23,2026-01-30,Speedy,Nordeste,atraso,643.47
1026,2026-03-04,2026-03-11,LogX,Sul,atraso,318.41
1027,2026-01-15,2026-01-24,FastLog,Sul,atraso,409.12
1028,2026-01-25,2026-02-01,Speedy,Sudeste,atraso,147.8
1029,2026-01-17,2026-01-20,FastLog,Centro-Oeste,entregue,733.07
1030,2026-03-07,2026-03-08,LogX,Sudeste,entregue,528.69
1031,2026-03-19,2026-03-27,Speedy,Sudeste,atraso,723.33
1032,2026-02-22,2026-02-25,Speedy,Centro-Oeste,entregue,286.5
1033,2026-02-20,2026-02-28,Speedy,Nordeste,atraso,358.22
1034,2026-02-08,2026-02-16,UltraShip,Sul,atraso,367.5
1035,2026-02-20,2026-02-25,LogX,Nordeste,atraso,74.46
1036,2026-03-11,2026-03-12,Speedy,Norte,entregue,374.0
1037,2026-01-06,2026-01-13,Speedy,Norte,atraso,813.14
1038,2026-03-08,2026-03-13,FastLog,Norte,atraso,902.43
1039,2026-01-07,2026-01-15,FastLog,Centro-Oeste,atraso,542.31
1040,2026-02-20,2026-03-01,FastLog,Sudeste,atraso,482.73
1041,2026-03-13,2026-03-20,LogX,Nordeste,atraso,79.28
1042,2026-02-11,2026-02-18,Speedy,Sul,atraso,885.24
1043,2026-03-05,2026-03-06,Speedy,Norte,entregue,62.36
1044,2026-01-15,2026-01-19,FastLog,Nordeste,entregue,947.51
1045,2026-01-29,2026-01-31,FastLog,Norte,entregue,514.76
1046,2026-02-02,2026-02-04,UltraShip,Norte,entregue,374.84
1047,2026-01-27,2026-01-29,FastLog,Sul,entregue,928.01
1048,2026-02-05,2026-02-09,LogX,Centro-Oeste,entregue,73.17
1049,2026-01-29,2026-01-30,LogX,Sudeste,entregue,602.35
1050,2026-02-07,2026-02-11,LogX,Centro-Oeste,entregue,571.49
1051,2026-02-26,2026-02-28,FastLog,Nordeste,entregue,258.35
1052,2026-01-27,2026-02-01,FastLog,Centro-Oeste,atraso,457.44
1053,2026-02-24,2026-02-27,FastLog,Nordeste,entregue,669.65
1054,2026-02-02,2026-02-10,LogX,Nordeste,atraso,740.77
1055,2026-03-09,2026-03-13,LogX,Sudeste,entregue,50.68
1056,2026-03-27,2026-03-28,FastLog,Sul,entregue,940.01
1057,2026-03-07,2026-03-08,Speedy,Sudeste,entregue,206.3
1058,2026-01-10,2026-01-13,Speedy,Centro-Oeste,entregue,271.9
1059,2026-01-05,2026-01-14,FastLog,Nordeste,atraso,300.3
1060,2026-03-15,2026-03-22,LogX,Norte,atraso,85.93
1061,2026-02-07,2026-02-09,Speedy,Norte,entregue,166.9
1062,2026-01-13,2026-01-22,FastLog,Nordeste,atraso,987.03
1063,2026-01-31,2026-02-02,LogX,Sudeste,entregue,349.46
1064,2026-02-16,2026-02-19,Speedy,Sul,entregue,159.54
1065,2026-03-29,2026-03-31,UltraShip,Sudeste,entregue,151.64
1066,2026-02-21,2026-02-24,Speedy,Nordeste,entregue,733.49
1067,2026-02-25,2026-03-03,LogX,Nordeste,atraso,861.84
1068,2026-01-15,2026-01-24,Speedy,Sul,atraso,294.1
1069,2026-01-29,2026-02-07,LogX,Centro-Oeste,atraso,69.86
1070,2026-01-08,2026-01-15,Speedy,Centro-Oeste,atraso,261.94
1071,2026-01-05,2026-01-08,LogX,Sul,entregue,103.69
1072,2026-01-29,2026-02-02,FastLog,Centro-Oeste,entregue,148.23
1073,2026-02-16,2026-02-22,Speedy,Norte,atraso,459.93
1074,2026-03-09,2026-03-14,LogX,Centro-Oeste,atraso,268.42
1075,2026-03-17,2026-03-19,LogX,Centro-Oeste,entregue,540.15
1076,2026-02-14,2026-02-20,UltraShip,Centro-Oeste,atraso,290.82
1077,2026-01-02,2026-01-05,FastLog,Norte,entregue,943.51
1078,2026-01-27,2026-02-04,LogX,Centro-Oeste,atraso,910.65
1079,2026-02-05,2026-02-07,FastLog,Norte,entregue,588.47
1080,2026-02-05,2026-02-06,Speedy,Sul,entregue,386.7
1081,2026-01-26,2026-02-04,Speedy,Sudeste,atraso,412.09
1082,2026-02-12,2026-02-15,LogX,Sul,entregue,441.26
1083,2026-01-27,2026-01-28,Speedy,Sudeste,entregue,741.2
1084,2026-03-10,2026-03-17,LogX,Sul,atraso,479.06
1085,2026-01-20,2026-01-25,Speedy,Sudeste,atraso,863.89
1086,2026-01-11,2026-01-16,LogX,Sudeste,atraso,946.89
1087,2026-03-15,2026-03-16,LogX,Nordeste,entregue,369.15
1088,2026-02-07,2026-02-16,UltraShip,Sudeste,atraso,582.66
1089,2026-01-06,2026-01-13,FastLog,Sudeste,atraso,140.3
1090,2026-03-13,2026-03-21,FastLog,Nordeste,atraso,240.45
1091,2026-01-23,2026-02-01,LogX,Centro-Oeste,atraso,442.79
1092,2026-02-16,2026-02-22,UltraShip,Centro-Oeste,atraso,245.89
1093,2026-03-31,2026-04-05,LogX,Nordeste,atraso,882.73
1094,2026-02-15,2026-02-21,FastLog,Norte,atraso,200.37
1095,2026-01-12,2026-01-14,LogX,Sudeste,entregue,482.88
1096,2026-03-31,2026-04-04,LogX,Sudeste,entregue,625.41
1097,2026-01-13,2026-01-16,FastLog,Nordeste,entregue,707.27
1098,2026-03-03,2026-03-10,Speedy,Nordeste,atraso,413.92
1099,2026-03-23,2026-04-01,UltraShip,Norte,atraso,875.64
1100,2026-03-30,2026-04-04,LogX,Centro-Oeste,atraso,589.9
1101,2026-03-01,2026-03-07,LogX,Sul,atraso,467.53
1102,2026-02-12,2026-02-14,LogX,Centro-Oeste,entregue,113.88
1103,2026-03-17,2026-03-20,FastLog,Sudeste,entregue,491.45
1104,2026-03-09,2026-03-12,UltraShip,Nordeste,entregue,829.7
1105,2026-01-05,2026-01-14,LogX,Norte,atraso,633.81
1106,2026-02-06,2026-02-13,LogX,Centro-Oeste,atraso,840.55
1107,2026-03-13,2026-03-21,Speedy,Norte,atraso,519.31
1108,2026-01-31,2026-02-09,LogX,Centro-Oeste,atraso,162.54
1109,2026-01-09,2026-01-15,Speedy,Sudeste,atraso,62.96
1110,2026-02-20,2026-02-24,FastLog,Sul,entregue,338.06
1111,2026-01-29,2026-01-30,Speedy,Norte,entregue,713.09
1112,2026-03-19,2026-03-27,UltraShip,Norte,atraso,800.75
1113,2026-02-09,2026-02-16,Speedy,Sul,atraso,330.97
1114,2026-02-10,2026-02-12,UltraShip,Norte,entregue,520.87
1115,2026-03-27,2026-04-04,FastLog,Norte,atraso,450.06
1116,2026-01-11,2026-01-16,LogX,Centro-Oeste,atraso,440.0
1117,2026-01-23,2026-01-30,Speedy,Centro-Oeste,atraso,269.78
1118,2026-01-01,2026-01-05,LogX,Sul,entregue,179.55
1119,2026-02-15,2026-02-20,LogX,Sudeste,atraso,236.85
1120,2026-01-21,2026-01-29,LogX,Norte,atraso,102.57
1121,2026-03-31,2026-04-01,FastLog,Sudeste,entregue,238.22
1122,2026-02-05,2026-02-06,LogX,Sul,entregue,58.74
1123,2026-02-23,2026-02-27,FastLog,Sul,entregue,645.9
1124,2026-03-28,2026-03-31,Speedy,Centro-Oeste,entregue,350.56
1125,2026-02-26,2026-02-28,FastLog,Norte,entregue,974.49
1126,2026-01-01,2026-01-04,FastLog,Nordeste,entregue,234.03
1127,2026-03-04,2026-03-05,LogX,Sul,entregue,378.54
1128,2026-02-23,2026-02-24,LogX,Norte,entregue,389.95
1129,2026-02-24,2026-03-02,UltraShip,Sudeste,atraso,58.03
1130,2026-02-09,2026-02-14,LogX,Centro-Oeste,atraso,847.25
1131,2026-01-15,2026-01-23,LogX,Sudeste,atraso,80.39
1132,2026-01-21,2026-01-23,Speedy,Sul,entregue,943.17
1133,2026-02-16,2026-02-20,LogX,Sul,entregue,897.47
1134,2026-03-14,2026-03-22,FastLog,Sudeste,atraso,558.75
1135,2026-02-22,2026-02-28,LogX,Sul,atraso,566.42
1136,2026-01-09,2026-01-10,UltraShip,Norte,entregue,671.09
1137,2026-03-15,2026-03-19,LogX,Sul,entregue,417.7
1138,2026-02-21,2026-02-22,FastLog,Centro-Oeste,entregue,664.86
1139,2026-02-26,2026-02-28,FastLog,Norte,entregue,92.53
1140,2026-01-26,2026-01-31,FastLog,Nordeste,atraso,101.35
1141,2026-02-10,2026-02-18,LogX,Sul,atraso,484.37
1142,2026-02-04,2026-02-12,LogX,Sul,atraso,572.14
1143,2026-03-04,2026-03-07,FastLog,Centro-Oeste,entregue,893.43
1144,2026-01-25,2026-01-29,UltraShip,Centro-Oeste,entregue,149.43
1145,2026-03-31,2026-04-06,Speedy,Sudeste,atraso,831.52
1146,2026-03-16,2026-03-19,LogX,Sudeste,entregue,249.54
1147,2026-02-07,2026-02-09,Speedy,Sudeste,entregue,424.38
1148,2026-01-02,2026-01-08,FastLog,Centro-Oeste,atraso,350.77
1149,2026-01-07,2026-01-12,LogX,Sudeste,atraso,430.15
1150,2026-03-23,2026-03-28,Speedy,Sudeste,atraso,192.97
1151,2026-02-03,2026-02-08,Speedy,Nordeste,atraso,528.39
1152,2026-01-17,2026-01-22,Speedy,Sudeste,atraso,811.56
1153,2026-02-12,2026-02-15,FastLog,Sul,entregue,469.46
1154,2026-02-28,2026-03-07,UltraShip,Centro-Oeste,atraso,516.08
1155,2026-02-20,2026-02-26,FastLog,Norte,atraso,856.33
1156,2026-02-23,2026-02-27,UltraShip,Nordeste,entregue,720.76
1157,2026-01-24,2026-01-26,UltraShip,Centro-Oeste,entregue,515.93
1158,2026-01-25,2026-02-03,FastLog,Centro-Oeste,atraso,294.81
1159,2026-03-12,2026-03-13,Speedy,Sul,entregue,890.68
1160,2026-02-21,2026-02-25,FastLog,Sudeste,entregue,598.17
1161,2026-03-11,2026-03-12,LogX,Sul,entregue,260.09
1162,2026-03-29,2026-04-04,LogX,Sudeste,atraso,305.66
1163,2026-02-02,2026-02-06,LogX,Sudeste,entregue,812.98
1164,2026-02-18,2026-02-23,UltraShip,Centro-Oeste,atraso,91.94
1165,2026-01-29,2026-02-03,Speedy,Sudeste,atraso,992.49
1166,2026-03-04,2026-03-13,LogX,Nordeste,atraso,173.83
1167,2026-01-22,2026-01-23,Speedy,Nordeste,entregue,806.27
1168,2026-01-26,2026-01-28,UltraShip,Nordeste,entregue,425.04
1169,2026-01-28,2026-02-03,FastLog,Centro-Oeste,atraso,517.61
1170,2026-03-26,2026-03-31,UltraShip,Sul,atraso,886.62
1171,2026-02-18,2026-02-25,FastLog,Norte,atraso,442.27
1172,2026-03-12,2026-03-15,Speedy,Sudeste,entregue,560.62
1173,2026-03-22,2026-03-25,FastLog,Norte,entregue,96.83
1174,2026-03-25,2026-03-27,FastLog,Sul,entregue,52.23
1175,2026-02-18,2026-02-21,LogX,Sul,entregue,282.56
1176,2026-01-20,2026-01-21,Speedy,Centro-Oeste,entregue,696.55
1177,2026-03-27,2026-04-01,LogX,Nordeste,atraso,165.2
1178,2026-03-04,2026-03-09,FastLog,Nordeste,atraso,158.07
1179,2026-03-02,2026-03-09,LogX,Sul,atraso,440.41
1180,2026-02-18,2026-02-22,UltraShip,Centro-Oeste,entregue,665.45
1181,2026-03-12,2026-03-15,LogX,Centro-Oeste,entregue,726.47
1182,2026-01-01,2026-01-02,FastLog,Sudeste,entregue,219.53
1183,2026-01-13,2026-01-21,LogX,Nordeste,atraso,125.61
1184,2026-03-28,2026-03-31,FastLog,Sul,entregue,943.38
1185,2026-02-20,2026-02-22,Speedy,Norte,entregue,297.63
1186,2026-02-25,2026-03-01,Speedy,Nordeste,entregue,860.68
1187,2026-03-24,2026-03-27,LogX,Sudeste,entregue,870.32
1188,2026-03-03,2026-03-04,LogX,Centro-Oeste,entregue,783.9
1189,2026-02-01,2026-02-04,Speedy,Sul,entregue,210.39
1190,2026-01-30,2026-02-01,LogX,Nordeste,entregue,830.71
1191,2026-01-29,2026-02-06,Speedy,Norte,atraso,780.79
1192,2026-02-18,2026-02-24,Speedy,Sudeste,atraso,616.89
1193,2026-02-14,2026-02-23,Speedy,Sudeste,atraso,370.34
1194,2026-01-30,2026-02-07,LogX,Nordeste,atraso,299.38
1195,2026-01-16,2026-01-19,LogX,Norte,entregue,165.79
1196,2026-02-09,2026-02-14,UltraShip,Sudeste,atraso,534.27
1197,2026-01-19,2026-01-26,LogX,Sul,atraso,606.0
1198,2026-01-18,2026-01-23,Speedy,Sudeste,atraso,391.37
1199,2026-01-01,2026-01-09,FastLog,Norte,atraso,501.59
1200,2026-03-19,2026-03-24,Speedy,Centro-Oeste,atraso,395.34
1201,2026-02-16,2026-02-17,LogX,Centro-Oeste,entregue,658.96
1202,2026-03-07,2026-03-12,FastLog,Nordeste,atraso,906.2
